PS D:\python\NES emulator> python -m cProfile -s tottime NESemupy.py
pygame-ce 2.5.6 (SDL 2.32.10, Python 3.11.9)
enter path to the .nes file: SMB.py
error: file not found
enter path to the .nes file: SMB.nes
successfully loaded the ROM file
PRG banks: 2 (32KB)
CHR banks: 1
reset vector: $8000
have fun playing an NES game on python!
executed 29829 CPU instructions in 1.3060 seconds.
executed 29829 CPU instructions in 1.3437 seconds.
executed 29829 CPU instructions in 0.9173 seconds.
executed 29829 CPU instructions in 0.8122 seconds.
executed 29829 CPU instructions in 1.0228 seconds.
executed 29829 CPU instructions in 1.0053 seconds.
executed 29829 CPU instructions in 1.0235 seconds.
executed 29829 CPU instructions in 1.0537 seconds.
executed 29829 CPU instructions in 0.9144 seconds.
executed 29829 CPU instructions in 0.9242 seconds.
executed 29829 CPU instructions in 0.9034 seconds.
executed 29829 CPU instructions in 1.2570 seconds.
executed 29829 CPU instructions in 1.2611 seconds.
executed 29829 CPU instructions in 1.2564 seconds.
executed 29829 CPU instructions in 1.2522 seconds.
executed 29829 CPU instructions in 1.2405 seconds.
executed 29829 CPU instructions in 1.2497 seconds.
executed 29829 CPU instructions in 1.2495 seconds.
executed 29829 CPU instructions in 1.2681 seconds.
executed 29829 CPU instructions in 1.2655 seconds.

press enter to exit
         55598248 function calls (55595210 primitive calls) in 36.271 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 extras.py:319(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:65(_recreate_cm)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 contextlib.py:357(__enter__)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 glob.py:214(_join)
        1    0.000    0.000    0.000    0.000 random.py:814(seed)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:73(_96Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:76(_80Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:79(_64Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_16Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:88(_8Bit)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._using_numpy2_behavior}


PS D:\python\NES emulator>
